UserID,Name,Age,Gender,Profession,Yearly Income,Property Owner,Physical Activity,Gaming Devices,Video Game Genre,Gaming Motivation,Hours Played Daily,Monthly Gaming Purchases,Hours Sleep Daily,Mental Wellness Score,Importance Score,Productivity Loss,Satisfaction,Self Control,Addiction Level
10418,Emily Robinson,31,Female,Writer,"$178,562 ",Yes,No,PlayStation,Strategy,Entertainment,7,309,10,49,65,7,44,35,60
10419,Angela Shaffer,32,Female,Designer,"$37,327 ",No,No,PC,Horror,Stress Relief,10,625,5,67,87,53,90,92,19
10420,John Moore,34,Other,Manager,"$129,380 ",No,No,Cell Phone,Horror,Habit,5,440,9,30,28,36,4,49,14
10421,Stephanie Miller,26,Female,Designer,"$74,050 ",Yes,No,Nintendo,Strategy,Habit,9,582,10,53,57,89,39,55,82
10422,Michael Edwards,25,Other,Designer,"$82,297 ",Yes,Yes,PC,MOBA,Habit,4,824,10,86,67,61,7,45,43
10423,Nathan Hansen,18,Male,Doctor,"$135,234 ",No,No,Cell Phone,Fighting,Competition,2,219,8,73,59,29,28,1,12
10424,Kevin Henry,33,Other,Nurse,"$124,814 ",Yes,No,PlayStation,FPS,Escapism,5,844,6,53,30,56,13,84,19
10425,Benjamin Cook,27,Male,Teacher,"$171,315 ",Yes,Yes,Tablet,FPS,Social Interaction,9,704,5,73,90,25,46,4,21
10426,Jacqueline Calderon,34,Female,Other,"$3,589 ",No,Yes,Xbox,Racing,Relaxation,7,374,4,48,49,86,40,87,96
10427,Angela Mills,24,Other,Doctor,"$19,962 ",No,Yes,Nintendo,Racing,Escapism,4,106,4,56,59,45,27,45,34
10428,George Hansen,18,Male,Lawyer,"$71,345 ",Yes,Yes,PC,Sports,Competition,8,470,9,47,30,45,76,35,1
10429,Sean Griffin,29,Male,Teacher,"$41,950 ",No,No,Nintendo,RPG,Habit,6,68,7,74,68,81,21,53,37
10430,Larry Kidd,21,Male,Nurse,"$159,029 ",Yes,Yes,Cell Phone,MOBA,Challenge,3,247,5,62,59,2,42,86,62
10431,John Ruiz,30,Male,Manager,"$168,143 ",Yes,Yes,Xbox,MOBA,Social Interaction,1,940,5,86,19,96,57,24,59
10432,Lisa Cole,21,Female,Writer,"$156,017 ",No,Yes,Cell Phone,Survival,Challenge,11,916,6,94,52,67,56,62,30
10433,John Perry,21,Male,Developer,"$1,350 ",No,No,Cell Phone,Sports,Relaxation,8,619,5,17,76,18,31,86,70
10434,Linda Cox,26,Other,Designer,"$53,692 ",No,Yes,Xbox,Fighting,Loneliness,10,973,9,95,23,49,73,54,16
10435,Alexander Murphy,19,Other,Nurse,"$114,453 ",Yes,No,PC,RPG,Social Interaction,4,195,8,32,50,27,32,28,40
10436,Leslie Taylor,24,Other,Other,"$183,207 ",No,No,PlayStation,MMORPG,Challenge,8,353,4,57,93,80,87,41,43
10437,Michael Barry,33,Male,Manager,"$44,868 ",Yes,Yes,Xbox,Horror,Entertainment,11,353,11,65,81,7,14,2,96
10438,Devin Shepherd,27,Male,Designer,"$180,188 ",Yes,No,PlayStation,Fighting,Social Interaction,11,784,6,60,82,77,61,29,35
10439,Taylor Davis,23,Male,Manager,"$172,854 ",Yes,No,Cell Phone,Survival,Challenge,2,679,6,9,46,29,55,70,11
10440,John Woods,24,Male,Designer,"$154,333 ",No,Yes,PC,Fighting,Stress Relief,11,225,11,48,19,43,11,40,65
10441,Nathaniel Stevenson,27,Other,Student,"$51,478 ",Yes,Yes,PlayStation,Survival,Stress Relief,7,630,8,30,1,22,24,14,68
10442,Wesley Hart,29,Male,Doctor,"$58,518 ",No,Yes,PC,Strategy,Escapism,5,632,4,84,41,43,85,39,52
10443,Kim Johnson,32,Other,Engineer,"$189,679 ",No,No,PlayStation,Survival,Challenge,4,559,10,2,39,38,15,97,63
10444,Kristin Wood,19,Other,Doctor,"$59,031 ",Yes,No,Tablet,Fighting,Habit,1,179,5,82,1,46,52,3,64
10445,Anita Cole,29,Female,Lawyer,"$177,459 ",Yes,No,PC,Survival,Competition,3,817,4,94,69,13,67,62,3
10446,Alex Hester,33,Male,Writer,"$49,812 ",No,No,Xbox,Fighting,Stress Relief,11,142,11,7,31,85,71,53,18
10447,Melissa Pope,27,Other,Developer,"$78,596 ",Yes,Yes,Nintendo,MOBA,Habit,8,69,8,21,4,47,95,38,78
10448,Christie Clark,21,Other,Engineer,"$165,051 ",No,No,Nintendo,MOBA,Challenge,2,595,7,44,48,41,61,78,13
10449,Todd Robbins,34,Male,Writer,"$10,789 ",No,No,PC,FPS,Relaxation,8,470,10,57,51,24,89,60,11
10450,George Calderon,32,Male,Nurse,"$197,850 ",Yes,Yes,Nintendo,Survival,Social Interaction,3,475,4,14,94,2,66,11,70
10451,Beth Mckinney,22,Female,Doctor,"$8,535 ",Yes,Yes,PC,FPS,Escapism,2,600,10,13,21,14,36,94,31
10452,Justin Knox,28,Male,Artist,"$7,331 ",Yes,Yes,Nintendo,Racing,Competition,8,387,10,7,15,3,99,40,43
10453,Joshua Williams,21,Male,Lawyer,"$138,184 ",Yes,Yes,Nintendo,Racing,Challenge,8,176,8,15,14,20,28,77,5
10454,Nicholas James,23,Female,Doctor,"$115,427 ",Yes,No,Xbox,Racing,Escapism,1,396,9,26,53,46,34,25,28
10455,Kathleen King,30,Other,Doctor,"$139,121 ",No,Yes,Nintendo,MOBA,Challenge,6,184,10,97,62,90,73,72,55
10456,Renee Hensley,31,Male,Engineer,"$40,660 ",Yes,Yes,Xbox,MMORPG,Habit,10,701,9,33,66,74,21,27,2
10457,Sharon Richardson,32,Male,Artist,"$119,866 ",Yes,No,Cell Phone,MOBA,Competition,2,480,8,99,92,91,63,84,47
10458,Joseph Mosley,27,Male,Engineer,"$90,592 ",No,Yes,Tablet,MOBA,Competition,2,831,5,29,83,7,50,20,87
10459,Stephanie Jones,33,Other,Artist,"$101,384 ",No,Yes,Xbox,MOBA,Entertainment,10,813,8,64,99,54,45,3,76
10460,Madeline Campbell,24,Male,Other,"$151,934 ",Yes,No,Xbox,Racing,Relaxation,1,249,10,64,17,92,93,80,16
10461,Sharon Spencer,27,Female,Artist,"$184,991 ",No,No,Nintendo,Survival,Boredom,2,283,4,87,71,74,58,69,26
10462,Christopher Davies,18,Male,Designer,"$142,553 ",Yes,No,PC,Sports,Loneliness,11,933,4,24,70,17,45,25,75
10463,Ryan Taylor,28,Other,Developer,"$188,004 ",Yes,Yes,Nintendo,RPG,Loneliness,9,517,6,36,59,74,82,16,1
10464,Alexis George,18,Female,Teacher,"$47,890 ",Yes,No,Tablet,MOBA,Escapism,7,831,5,99,4,72,16,51,24
10465,Donald Frazier,21,Male,Artist,"$9,001 ",Yes,Yes,Cell Phone,MOBA,Social Interaction,5,359,7,78,94,52,85,22,48
10466,Annette Jones,19,Female,Developer,"$75,818 ",No,No,Nintendo,Survival,Loneliness,1,754,10,56,17,71,89,15,61
10467,Traci Wood,24,Female,Lawyer,"$182,937 ",Yes,Yes,Cell Phone,Racing,Boredom,8,837,5,93,60,8,50,82,89
10468,Charles Wong,28,Female,Other,"$163,544 ",Yes,No,Nintendo,MOBA,Habit,7,84,7,94,61,9,12,77,49
10469,Natasha Waller,32,Female,Developer,"$143,152 ",Yes,No,Tablet,Survival,Competition,8,784,11,8,70,14,31,4,27
10470,Carol Reed,19,Other,Engineer,"$152,754 ",Yes,No,Tablet,Strategy,Competition,9,325,4,65,16,89,27,91,64
10471,Zachary Maynard,21,Male,Manager,"$116,235 ",Yes,Yes,PlayStation,MMORPG,Relaxation,9,706,8,15,97,41,76,66,82
10472,Derrick Thompson,23,Male,Other,"$166,621 ",Yes,Yes,Cell Phone,Strategy,Social Interaction,7,700,4,85,28,28,30,69,10
10473,Sergio Robinson,27,Male,Manager,"$137,072 ",Yes,No,Xbox,Sports,Challenge,4,92,5,74,25,24,89,86,97
10474,Beth Mercado,19,Female,Developer,"$59,031 ",Yes,Yes,PlayStation,Survival,Stress Relief,2,417,7,77,28,35,54,43,47
10475,Maurice Carter,21,Male,Nurse,"$133,051 ",No,No,Xbox,RPG,Entertainment,9,30,6,17,10,73,81,6,75
10476,Kevin Bishop,20,Male,Nurse,"$125,834 ",Yes,No,Cell Phone,RPG,Escapism,3,992,6,90,18,63,75,84,79
10477,Patricia Miles,33,Female,Student,"$53,208 ",No,Yes,Tablet,MMORPG,Habit,2,593,11,82,76,10,59,13,99
10478,Rachel Leblanc,19,Female,Lawyer,"$138,340 ",Yes,No,PlayStation,Sports,Boredom,2,313,5,20,55,27,58,25,46
10479,Jillian Harrison,26,Male,Doctor,"$195,408 ",Yes,Yes,PlayStation,Survival,Challenge,6,223,9,66,82,45,5,80,55
10480,Justin Boyd,24,Other,Lawyer,"$158,213 ",No,No,Xbox,FPS,Boredom,11,704,4,52,65,24,89,72,46
10481,Richard Espinoza,27,Male,Student,"$136,884 ",Yes,No,PlayStation,Sports,Boredom,3,735,5,92,56,70,49,7,65
10482,Anthony Wilson,33,Male,Manager,"$11,592 ",No,Yes,Cell Phone,MMORPG,Competition,10,946,8,40,73,85,47,91,15
10483,Rebecca Pace,33,Female,Developer,"$85,399 ",No,No,PC,Sports,Habit,11,366,4,37,40,80,96,83,22
10484,Christine Sanchez,29,Other,Designer,"$47,619 ",No,No,PC,Fighting,Loneliness,1,975,5,24,35,96,10,39,44
10485,Cassandra Arnold,32,Female,Teacher,"$14,853 ",Yes,Yes,PC,Horror,Challenge,1,751,7,46,99,20,72,2,46
10486,Jessica Jones,31,Female,Doctor,"$155,766 ",No,No,Cell Phone,MOBA,Habit,3,590,11,25,52,68,40,60,69
10487,Darrell Thompson,24,Male,Nurse,"$99,036 ",Yes,No,PlayStation,Racing,Challenge,7,92,6,71,43,81,73,26,9
10488,Caitlyn Simmons,32,Female,Lawyer,"$93,918 ",Yes,Yes,Tablet,RPG,Escapism,6,215,5,78,7,72,15,23,98
10489,Michael Benjamin,29,Other,Engineer,"$197,677 ",Yes,Yes,Nintendo,MOBA,Boredom,8,452,5,85,50,15,54,6,11
10490,Bianca Becker,34,Female,Other,"$151,684 ",No,No,Xbox,Fighting,Escapism,2,290,9,19,85,7,99,61,28
10491,Brenda Bradley,18,Female,Designer,"$128,130 ",No,Yes,PC,Racing,Stress Relief,11,835,11,98,54,5,76,7,35
10492,Patrick Davis,21,Male,Other,"$100,157 ",Yes,Yes,Nintendo,Survival,Habit,8,984,11,3,5,17,45,97,81
10493,Nathaniel Hart,22,Other,Designer,"$60,003 ",No,Yes,PC,RPG,Entertainment,4,730,4,1,84,42,94,39,16
10494,Joshua Lee,33,Male,Developer,"$93,495 ",Yes,Yes,PlayStation,Survival,Social Interaction,5,429,8,50,13,61,20,95,96
10495,Eric Herring,19,Male,Writer,"$98,107 ",No,No,PlayStation,FPS,Social Interaction,5,298,9,50,90,41,21,69,12
10496,Adrian Hoffman,20,Male,Developer,"$44,756 ",No,No,Cell Phone,Racing,Habit,5,716,9,98,88,35,17,13,17
10497,Thomas Anthony,31,Other,Engineer,"$133,172 ",Yes,Yes,Nintendo,Strategy,Boredom,10,905,9,61,71,68,82,43,63
10498,Anthony Dalton,31,Other,Writer,"$11,250 ",No,No,PC,Fighting,Stress Relief,3,294,4,64,17,34,80,26,76
10499,Cindy Malone,32,Female,Nurse,"$6,222 ",No,Yes,Tablet,MOBA,Loneliness,10,831,6,15,67,94,65,27,13
10500,James Hall,18,Male,Manager,"$195,220 ",Yes,No,Nintendo,Fighting,Relaxation,9,978,7,61,87,27,6,31,8
10501,Mark Shepherd,23,Male,Designer,"$64,309 ",No,No,Nintendo,Sports,Escapism,8,623,7,52,8,20,51,62,1
10502,Holly Adams,28,Female,Manager,"$18,500 ",Yes,Yes,PC,Horror,Loneliness,7,659,4,62,5,97,24,33,30
10503,Brian Abbott,22,Male,Artist,"$100,824 ",No,Yes,Nintendo,Strategy,Entertainment,11,788,11,84,47,65,29,60,94
10504,Brendan Diaz,28,Other,Teacher,"$64,343 ",Yes,Yes,Xbox,Survival,Social Interaction,6,384,4,32,80,73,81,26,98
10505,Jesse Harris,28,Female,Student,"$15,431 ",No,Yes,Cell Phone,Fighting,Boredom,1,220,4,40,15,25,88,56,35
10506,Lisa Davis,34,Female,Teacher,"$193,594 ",Yes,No,Xbox,Strategy,Escapism,11,433,11,16,12,40,21,51,84
10507,Jessica Griffin,33,Female,Manager,"$55,804 ",No,Yes,Xbox,Racing,Challenge,10,496,7,66,82,50,96,43,35
10508,Molly Lewis,32,Other,Nurse,"$150,060 ",Yes,Yes,PC,MOBA,Relaxation,11,446,11,31,41,61,39,29,92
10509,Amy Spears,31,Other,Developer,"$134,522 ",Yes,No,PlayStation,RPG,Relaxation,6,195,5,67,24,22,68,89,13
10511,Eric Willis,26,Male,Writer,"$5,765 ",No,No,Xbox,Fighting,Escapism,8,743,9,4,73,41,10,45,58
10512,Joel Herrera,31,Male,Writer,"$109,120 ",No,No,Nintendo,Racing,Challenge,8,102,9,61,38,40,54,73,97
10513,Spencer Sanchez,26,Male,Writer,"$59,450 ",No,No,Tablet,Racing,Entertainment,7,968,4,20,78,32,85,65,56
10514,David Joseph,28,Male,Doctor,"$29,755 ",Yes,No,Xbox,Strategy,Boredom,3,726,4,61,65,38,26,54,44
10515,Bruce Stewart,19,Other,Student,"$82,126 ",Yes,Yes,Cell Phone,Strategy,Competition,1,58,4,66,44,90,41,43,95
10516,Kristie House,31,Female,Manager,"$194,925 ",Yes,Yes,PlayStation,Fighting,Habit,3,251,11,35,70,23,92,54,58
10517,Jason Acosta,20,Male,Manager,"$86,914 ",No,No,Tablet,Strategy,Relaxation,9,907,7,21,2,51,12,50,49
10518,Chad Garrison,33,Male,Lawyer,"$199,579 ",Yes,Yes,Nintendo,Sports,Boredom,11,200,4,63,83,59,76,80,14
10519,Breanna Gonzales,19,Female,Doctor,"$125,280 ",No,Yes,Nintendo,RPG,Relaxation,7,655,10,67,21,62,67,63,10
10520,John Clark,24,Male,Nurse,"$91,187 ",Yes,Yes,Nintendo,FPS,Stress Relief,4,494,9,86,26,62,80,50,64
10521,Brianna Ward,20,Female,Writer,"$63,117 ",Yes,No,PlayStation,RPG,Relaxation,7,605,10,98,85,63,41,95,9
10523,Shelley Gillespie,22,Other,Nurse,"$26,761 ",Yes,No,PC,MMORPG,Boredom,4,785,10,12,78,37,93,49,0
10524,James Wright,31,Male,Engineer,"$162,430 ",No,No,PlayStation,MOBA,Social Interaction,3,666,7,43,96,22,87,74,19
10525,Tyler Brewer,33,Male,Lawyer,"$39,128 ",No,Yes,PC,Sports,Loneliness,11,782,5,85,44,88,36,97,79
10526,Richard Smith,23,Other,Designer,"$61,745 ",Yes,No,Cell Phone,Racing,Relaxation,2,236,6,58,29,45,79,43,35
10527,Kathleen Nicholson,19,Female,Teacher,"$76,209 ",Yes,No,Cell Phone,Racing,Entertainment,3,541,7,86,78,4,92,49,90
10528,Linda Cunningham,32,Female,Designer,"$122,635 ",Yes,Yes,Nintendo,Fighting,Habit,6,960,8,61,30,66,58,18,25
10529,Michelle Sullivan,26,Female,Student,"$28,701 ",No,No,Cell Phone,Sports,Escapism,7,315,8,21,78,59,65,26,79
10530,Michael Clark,21,Other,Artist,"$28,109 ",Yes,Yes,Xbox,Sports,Loneliness,6,584,7,65,22,41,68,49,77
10531,Melissa Pollard,32,Female,Lawyer,"$146,759 ",No,No,Cell Phone,Racing,Loneliness,6,631,4,69,24,65,29,88,63
10532,Cassandra Thompson,20,Female,Student,"$61,156 ",Yes,Yes,Nintendo,FPS,Competition,6,724,8,30,63,30,83,72,86
10533,James Olson,26,Male,Lawyer,"$94,195 ",No,Yes,Xbox,Sports,Loneliness,4,460,5,18,16,37,61,82,15
10534,Elizabeth Bates,19,Female,Lawyer,"$16,207 ",Yes,No,PlayStation,Racing,Entertainment,8,311,11,33,69,99,96,74,64
10535,Amy Whitaker,22,Female,Other,"$197,171 ",Yes,Yes,Cell Phone,RPG,Social Interaction,4,315,11,6,39,36,96,7,94
10536,Eileen Anderson,30,Female,Engineer,"$180,354 ",Yes,No,PC,Fighting,Social Interaction,4,565,6,85,20,85,49,14,52
10537,Anthony Stewart,32,Other,Manager,"$120,327 ",No,Yes,Cell Phone,Sports,Social Interaction,2,963,11,20,85,85,61,15,12
10538,Ashley Gilbert,33,Female,Doctor,"$52,901 ",No,Yes,PC,MOBA,Stress Relief,1,842,10,61,60,84,92,14,29
10539,Timothy Walker,32,Other,Artist,"$7,695 ",No,Yes,Tablet,Sports,Escapism,2,563,7,81,45,38,99,69,13
10540,Mary Gould,21,Other,Student,"$124,700 ",No,Yes,Nintendo,MOBA,Boredom,1,231,7,3,10,53,96,84,39
10541,Jennifer Mcguire,18,Female,Developer,"$22,065 ",Yes,Yes,Xbox,MOBA,Social Interaction,4,83,8,40,95,56,69,2,75
10542,Cindy James,30,Female,Other,"$127,095 ",Yes,Yes,PlayStation,MMORPG,Competition,1,181,11,4,78,45,20,3,76
10543,Francis Martinez,23,Other,Artist,"$87,685 ",No,Yes,PC,MMORPG,Stress Relief,5,420,5,56,93,5,35,24,57
10544,Ashley Lewis,27,Female,Student,"$4,203 ",Yes,Yes,Nintendo,FPS,Stress Relief,11,68,11,2,31,42,9,2,1
10545,Dustin White,24,Male,Lawyer,"$93,866 ",No,Yes,Cell Phone,RPG,Stress Relief,11,60,9,59,19,4,78,33,97
10546,Larry Rivera,31,Male,Engineer,"$109,870 ",No,Yes,Nintendo,MOBA,Entertainment,6,484,6,48,59,74,75,93,98
10547,Laura Reyes,30,Female,Developer,"$155,546 ",No,Yes,Nintendo,Racing,Escapism,6,746,10,74,52,54,69,13,11
10548,Tammy Newton,23,Other,Teacher,"$30,138 ",Yes,Yes,PlayStation,Strategy,Relaxation,4,634,6,24,39,89,86,18,30
10549,Jonathan Bryant,20,Other,Student,"$90,181 ",Yes,Yes,PC,FPS,Challenge,7,853,8,25,3,89,16,92,87
10550,Dylan George,31,Other,Writer,"$165,028 ",Yes,No,Nintendo,Strategy,Escapism,6,77,9,26,97,54,56,91,65
10551,Joseph Hubbard,23,Other,Artist,"$131,974 ",Yes,No,Cell Phone,MMORPG,Loneliness,1,277,8,9,54,29,90,99,19
10552,Clayton Thomas,20,Other,Manager,"$61,925 ",No,Yes,Nintendo,Strategy,Habit,5,946,4,89,41,86,62,59,62
10553,Brandon King,21,Male,Artist,"$132,972 ",No,No,Tablet,MOBA,Escapism,1,944,10,44,41,7,1,8,51
10554,Andrew Le,24,Male,Nurse,"$141,046 ",Yes,Yes,Tablet,MOBA,Boredom,11,794,5,78,40,14,90,73,86
10555,Lisa Banks,30,Female,Doctor,"$117,709 ",No,No,PC,Horror,Social Interaction,6,76,8,11,9,44,92,36,27
10556,Jason Buck,31,Other,Developer,"$153,299 ",No,Yes,Tablet,Sports,Relaxation,3,360,9,66,93,22,61,33,89
10557,Anthony Cantrell,34,Other,Teacher,"$41,674 ",No,Yes,PC,FPS,Boredom,2,799,7,32,99,76,77,30,98
10558,Nathan Griffith,21,Male,Artist,"$196,468 ",Yes,Yes,Tablet,Fighting,Challenge,3,751,8,22,116,92,88,96,57
10559,Ian Johnson,24,Other,Developer,"$55,330 ",Yes,No,Nintendo,Strategy,Habit,2,180,8,76,18,46,2,82,43
10560,Mark Burton,33,Male,Teacher,"$41,747 ",Yes,Yes,PlayStation,Strategy,Challenge,4,552,6,56,79,47,55,94,15
10561,Nicholas Thomas,27,Other,Nurse,"$139,233 ",No,Yes,PC,Racing,Relaxation,11,689,9,74,53,12,29,41,23
10562,Nicole Johnson,21,Other,Designer,"$88,682 ",No,Yes,PC,Sports,Loneliness,3,203,7,23,12,56,38,52,27
10563,David Wright,33,Other,Teacher,"$17,465 ",No,Yes,PlayStation,Racing,Relaxation,10,517,4,19,36,70,90,34,12
10564,Amy Cook,23,Male,Artist,"$106,433 ",No,No,Cell Phone,FPS,Entertainment,5,400,5,86,49,13,80,5,59
10565,Alyssa Sullivan,24,Female,Writer,"$2,661 ",Yes,Yes,PC,Sports,Habit,7,24,5,53,20,59,63,49,58
10566,Samuel Clay,20,Male,Writer,"$27,575 ",No,Yes,Tablet,RPG,Social Interaction,1,425,8,61,94,33,13,94,65
10567,Leah Richardson,24,Female,Engineer,"$75,875 ",No,No,Tablet,RPG,Entertainment,1,102,7,80,34,87,97,8,5
10568,Casey Brown,22,Other,Developer,"$50,116 ",No,No,PlayStation,MOBA,Habit,5,166,5,88,57,64,43,23,33
10569,Shannon Rose,30,Other,Lawyer,"$131,985 ",No,Yes,Nintendo,FPS,Stress Relief,4,614,9,84,36,15,10,15,73
10570,Karen Jones,30,Female,Engineer,$45 ,No,Yes,PlayStation,Sports,Escapism,4,965,9,2,91,80,15,51,55
10571,Amy Reynolds,26,Female,Writer,"$16,073 ",No,No,Cell Phone,RPG,Challenge,7,763,6,95,26,66,44,77,75
10572,John Smith,29,Other,Other,"$43,959 ",Yes,Yes,Tablet,RPG,Loneliness,8,679,4,41,75,89,54,47,19
10573,Julie Butler,22,Female,Engineer,"$132,880 ",No,No,Tablet,MMORPG,Habit,5,574,7,64,18,94,54,84,84
10574,David Dixon,29,Male,Developer,"$15,464 ",No,No,Tablet,Strategy,Stress Relief,10,714,4,60,71,16,51,78,17
10575,Matthew Moran,24,Other,Writer,"$175,266 ",Yes,No,PC,Horror,Social Interaction,7,47,7,61,50,79,99,20,53
10576,Richard Turner,20,Male,Teacher,"$178,228 ",Yes,Yes,Xbox,FPS,Boredom,8,712,7,56,34,50,55,30,45
10577,Brenda Miranda,27,Other,Student,"$161,947 ",No,Yes,Xbox,Horror,Competition,1,303,5,57,18,49,29,32,27
10578,Rebecca Long,29,Female,Artist,"$159,745 ",No,No,PC,Racing,Entertainment,6,291,6,81,65,65,11,49,3
10579,Ernest Dixon,31,Male,Designer,"$172,085 ",No,No,PC,Racing,Social Interaction,3,436,5,96,21,6,61,26,7
10580,Larry Whitehead,27,Male,Doctor,"$92,572 ",Yes,No,Cell Phone,MOBA,Competition,3,89,7,43,67,95,54,97,6
10581,Amber Mccall,20,Female,Writer,"$187,268 ",Yes,No,Cell Phone,Strategy,Loneliness,10,461,4,54,63,4,93,94,80
10582,Lisa Dunlap,29,Female,Writer,"$17,795 ",Yes,Yes,Xbox,FPS,Social Interaction,10,807,11,29,18,77,4,81,64
10583,Jenna Powell,18,Female,Doctor,"$36,627 ",Yes,No,Nintendo,FPS,Social Interaction,2,229,4,47,75,31,53,1,30
10584,Amy Chandler,29,Other,Engineer,"$65,658 ",Yes,No,PC,Strategy,Loneliness,5,44,8,37,34,12,15,28,94
10585,Maria Ross,23,Female,Artist,"$74,762 ",No,Yes,Nintendo,Strategy,Escapism,11,935,10,40,98,91,49,82,14
10586,Christopher Mendez,20,Male,Other,"$183,078 ",No,No,Tablet,Horror,Competition,7,953,10,39,99,21,58,4,3
10587,Rebecca Moore,18,Other,Doctor,"$69,024 ",No,No,Tablet,Sports,Entertainment,9,884,4,90,9,63,48,60,63
10588,Sarah Espinoza,20,Female,Nurse,"$25,945 ",No,No,Xbox,MOBA,Social Interaction,5,409,10,85,44,27,81,8,30
10590,Carrie Richard,30,Female,Nurse,"$193,447 ",No,Yes,PlayStation,Survival,Stress Relief,3,826,11,76,76,55,67,61,31
10591,Jeffrey Fuller,18,Male,Developer,"$47,630 ",Yes,Yes,Tablet,FPS,Boredom,4,990,11,68,33,84,97,40,18
10592,Arthur Chambers,19,Male,Student,"$92,716 ",No,Yes,PlayStation,Sports,Entertainment,10,771,9,38,52,18,53,15,47
10593,Patricia Rogers,23,Other,Student,"$172,918 ",Yes,No,Tablet,Sports,Habit,11,57,10,9,90,29,84,44,77
10594,Ralph Phillips,26,Male,Doctor,"$116,778 ",Yes,Yes,Xbox,MOBA,Social Interaction,5,331,5,3,56,55,62,68,16
10595,Steven Webster,29,Male,Lawyer,"$152,688 ",No,Yes,PlayStation,Survival,Social Interaction,7,242,10,8,48,43,66,28,66
10596,Karen Barrett,22,Female,Artist,"$111,818 ",No,Yes,PlayStation,MOBA,Habit,4,568,6,42,36,20,55,88,34
10597,Jacob Tran,34,Other,Nurse,"$66,588 ",Yes,No,PC,RPG,Social Interaction,2,571,4,23,4,19,62,12,26
10598,Brooke Landry,26,Female,Nurse,"$25,774 ",Yes,No,PlayStation,FPS,Social Interaction,7,112,4,38,28,49,3,95,7
10599,Kimberly Murphy,27,Other,Other,"$17,327 ",Yes,Yes,PlayStation,MOBA,Stress Relief,8,234,8,58,21,49,71,15,9
10600,Yolanda Garcia,20,Female,Designer,"$164,085 ",Yes,Yes,Nintendo,FPS,Escapism,2,92,6,45,50,37,76,12,48
10601,Frank Flynn,23,Other,Designer,"$126,991 ",Yes,Yes,PlayStation,Horror,Stress Relief,6,118,11,78,79,57,70,64,14
10602,Shannon Walker,28,Other,Artist,"$48,647 ",Yes,No,Xbox,MOBA,Boredom,5,316,11,32,40,78,66,77,40
10603,William Hill,27,Other,Manager,"$1,066 ",Yes,Yes,PlayStation,Horror,Escapism,4,163,7,78,36,29,64,43,58
10604,Eric Trujillo,29,Male,Nurse,"$39,841 ",No,No,PlayStation,Fighting,Social Interaction,8,303,8,8,58,56,78,47,45
10605,Patricia Banks,29,Female,Manager,"$59,820 ",No,No,Cell Phone,Fighting,Entertainment,7,798,4,69,10,18,7,37,24
10606,Amanda Mendoza,22,Other,Artist,"$121,867 ",No,Yes,Xbox,Fighting,Boredom,6,664,6,31,2,15,1,25,67
10607,David Mendez,23,Male,Lawyer,"$118,111 ",No,Yes,Nintendo,MMORPG,Social Interaction,9,602,7,12,57,19,73,73,16
10608,Erik Griffin,34,Male,Manager,"$36,127 ",No,Yes,PlayStation,Fighting,Competition,4,466,4,36,2,85,53,71,43
10609,Lauren Reid,32,Other,Developer,"$192,915 ",Yes,Yes,PlayStation,MMORPG,Stress Relief,7,491,9,66,94,19,67,20,51
10610,Mary Roberts,18,Other,Teacher,"$25,006 ",No,Yes,Nintendo,Racing,Habit,9,559,8,91,27,67,73,54,21
10611,Rachel Fisher,34,Other,Manager,"$102,565 ",No,Yes,Cell Phone,Racing,Challenge,11,559,4,81,99,94,34,5,65
10612,Michael Ortiz,32,Male,Designer,"$177,901 ",No,No,Nintendo,Survival,Escapism,2,227,4,6,30,21,32,91,45
10613,Danny Ruiz,31,Male,Lawyer,"$197,748 ",No,Yes,Tablet,MOBA,Relaxation,1,581,5,89,79,81,70,52,94
10614,Eric Ashley,30,Other,Designer,"$24,374 ",Yes,No,PC,MMORPG,Boredom,6,715,5,67,85,17,98,46,28
10615,Daniel Banks,34,Other,Artist,"$2,058 ",No,Yes,PlayStation,RPG,Habit,9,812,6,49,87,21,47,44,98
10617,Christopher Duran,19,Other,Lawyer,"$158,701 ",No,No,PC,Racing,Boredom,4,754,8,69,8,78,9,53,50
10618,Anna Rosales,26,Female,Artist,"$107,249 ",Yes,Yes,Tablet,RPG,Loneliness,9,665,11,78,20,19,55,16,38
10619,Kristina Thomas,31,Female,NURSE,"$11,460 ",Yes,No,PC,MOBA,Social Interaction,10,923,10,38,87,85,80,55,45
10620,Joel Atkinson,19,Male,Manager,"$40,035 ",No,Yes,Tablet,Racing,Entertainment,6,950,4,13,5,9,86,86,55
10621,Zachary Mclaughlin,31,Male,Teacher,"$169,971 ",No,No,Nintendo,Sports,Challenge,11,585,4,3,48,27,32,11,16
10622,Marcia Michael,32,Other,Manager,"$50,276 ",Yes,No,Cell Phone,MMORPG,Loneliness,5,29,10,1,42,33,2,14,54
10623,Angela Williams,30,Female,Nurse,"$130,366 ",No,Yes,Nintendo,Horror,Entertainment,2,222,5,43,78,75,87,64,80
10624,Jacob Cooper,20,Male,Other,"$176,783 ",No,No,PlayStation,Sports,Social Interaction,6,408,7,89,30,39,10,40,83
